Time;RPM;Generator Frequency;Generator Output;Generator Power Factor
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;0;0;0;0
06/08/2023 10:52;2981;49,68333;0;0
06/08/2023 10:52;2996;49,93333;0;0
06/08/2023 10:52;2996;49,93333;0;0
06/08/2023 10:52;2996;49,93333;0;0
06/08/2023 10:52;2996;49,93333;0;0
06/08/2023 10:52;2996;49,93333;0;0
06/08/2023 10:53;2996;49,93333;0;0
06/08/2023 10:53;2997;49,95;0;0
06/08/2023 10:53;2998;49,96667;0;0
06/08/2023 10:53;2999;49,98333;0;0
06/08/2023 10:53;3000;50;0;0
06/08/2023 10:53;3000;50;0;0
06/08/2023 10:53;3000;50;0;0
06/08/2023 10:53;3000;50;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;0
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;3002;50,03333;0;NaN
06/08/2023 10:53;2961;49,35;1;1
06/08/2023 10:53;2961;49,35;1;1
06/08/2023 10:53;2911;48,51667;2;1
06/08/2023 10:53;2911;48,51667;2;1
06/08/2023 10:53;2861;47,68333;3;1
06/08/2023 10:53;2861;47,68333;3;1
06/08/2023 10:53;2811;46,85;4;1
06/08/2023 10:53;2811;46,85;4;1
06/08/2023 10:53;2761;46,01667;5;1
06/08/2023 10:53;2761;46,01667;5;1
06/08/2023 10:53;2715;45,25;6;1
06/08/2023 10:53;2711;45,18333;6;1
06/08/2023 10:53;2661;44,35;7;1
06/08/2023 10:53;2661;44,35;7;1
06/08/2023 10:53;2611;43,51667;8;1
06/08/2023 10:53;2611;43,51667;8;1
06/08/2023 10:53;2561;42,68333;9;1
06/08/2023 10:53;2561;42,68333;9;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
06/08/2023 10:53;2511;41,85;10;1
